bms

strong OFF
id,tc1,tc2,tp1,Reciprocity,tp2,#out_edges,#in_edges
134,1.000,1.000,1.000,1.000,1.000,0,0
135,0.042,0.175,0.000,0.250,0.000,1,4
136,0.043,0.204,0.050,0.750,0.162,4,3
137,0.000,1.000,0.009,0.000,0.059,3,0
138,0.043,0.056,0.000,0.667,0.000,2,3
139,1.000,1.000,1.000,0.000,0.000,1,0
140,0.111,0.240,0.071,0.800,0.260,4,5
141,0.080,0.117,0.060,0.375,0.243,5,6
142,0.020,0.167,0.022,0.333,0.048,3,1
143,0.012,0.056,0.014,0.400,0.069,4,3
144,0.000,0.000,0.000,0.000,0.000,2,4
145,1.000,1.000,1.000,0.000,1.000,0,1
146,1.000,1.000,1.000,1.000,1.000,0,0
147,1.000,0.000,1.000,0.000,0.000,1,1
148,0.040,0.102,0.038,0.286,0.181,4,5
149,0.000,0.000,0.000,0.500,0.000,2,1
150,0.000,0.000,0.000,0.500,0.000,2,1
151,0.083,0.111,0.056,0.667,0.125,2,3
152,0.037,0.167,0.038,0.750,0.125,4,3

weak
id,tc1,tc2,tp1,Reciprocity,tp2,#out_edges,#in_edges
0,0.000,0.000,0.000,0.600,0.000,3,5
1,0.000,0.000,0.000,0.143,0.000,2,6
2,1.000,0.000,1.000,0.000,1.000,0,3
3,0.000,0.000,0.000,0.500,0.000,2,4
4,0.011,0.070,0.036,0.211,0.087,13,10
5,0.025,0.036,0.000,0.231,0.000,4,12
6,0.020,0.051,0.011,0.167,0.047,10,11
7,0.016,0.034,0.003,0.500,0.015,9,15
8,0.017,0.052,0.033,0.333,0.113,16,12
9,0.032,0.050,0.006,0.143,0.034,5,11
10,0.024,0.070,0.014,0.333,0.126,3,5
11,0.032,0.106,0.025,0.400,0.094,11,10
12,0.022,0.072,0.023,0.417,0.070,19,15
13,0.023,0.085,0.018,0.455,0.128,7,9
14,0.003,0.021,0.107,0.040,0.039,149,7
15,1.000,0.000,1.000,0.000,1.000,0,4
16,0.007,0.023,0.010,0.429,0.035,6,4
17,0.020,0.079,0.014,0.636,0.064,9,9
18,0.022,0.116,0.018,0.333,0.138,8,8
19,0.062,0.172,0.037,0.556,0.195,12,16
20,0.009,0.018,0.013,0.250,0.133,2,3
21,0.000,0.000,0.004,0.571,0.025,5,6
22,0.030,0.104,0.033,0.455,0.253,7,9
23,0.000,0.000,0.000,0.000,0.000,1,2
24,0.029,0.075,0.026,0.500,0.119,5,7
25,0.025,0.219,0.037,0.125,0.234,5,4
26,0.037,0.154,0.032,0.429,0.235,4,6
27,0.006,0.031,0.017,0.267,0.072,12,7
28,0.009,0.030,0.014,0.357,0.052,10,9
29,0.005,0.030,0.010,0.429,0.064,6,4
30,0.034,0.024,0.000,0.143,0.000,2,6
31,0.038,0.056,0.014,0.333,0.093,3,5
32,0.032,0.055,0.017,0.000,0.145,2,10
33,0.022,0.058,0.024,0.267,0.140,8,11
34,0.011,0.021,0.004,0.375,0.019,4,7
35,0.009,0.083,0.003,0.167,0.016,4,3
36,0.000,0.000,0.007,0.286,0.040,6,3
37,0.034,0.085,0.016,0.400,0.087,9,12
38,0.025,0.089,0.031,0.353,0.176,11,12
39,0.000,0.000,0.000,0.286,0.000,4,5
40,0.018,0.083,0.014,0.385,0.063,10,8
41,0.004,0.028,0.000,0.000,0.000,5,3
42,0.010,0.244,0.005,0.375,0.137,4,7
43,0.013,0.032,0.021,0.375,0.123,4,7
44,0.010,0.102,0.020,0.500,0.085,9,6
45,0.014,0.042,0.008,0.364,0.041,7,8
46,0.025,0.070,0.016,0.417,0.083,7,10
47,0.037,0.129,0.033,0.556,0.222,7,7
48,0.027,0.099,0.038,0.250,0.212,13,12
49,0.011,0.022,0.000,0.250,0.000,3,7
50,0.012,0.041,0.011,0.182,0.032,7,6
51,0.015,0.047,0.007,0.267,0.031,8,11
52,0.014,0.034,0.011,0.300,0.078,4,9
53,0.029,0.171,0.025,0.333,0.098,13,7
54,1.000,0.000,1.000,0.000,1.000,0,5
55,0.015,0.098,0.018,0.375,0.120,6,5
56,0.022,0.046,0.009,0.222,0.059,3,8
57,0.050,0.070,0.049,0.357,0.122,17,21
58,0.010,0.065,0.006,0.333,0.031,6,6
59,0.041,0.105,0.012,0.222,0.073,7,15
60,0.028,0.058,0.017,0.222,0.163,3,8
61,0.047,0.193,0.030,0.200,0.118,7,5
62,0.024,0.079,0.026,0.429,0.128,10,10
63,0.043,0.071,0.009,0.250,0.061,3,7
64,0.030,0.136,0.031,0.357,0.194,10,9
65,0.021,0.044,0.011,0.500,0.080,4,8
66,0.018,0.083,0.017,0.375,0.115,5,6
67,0.010,0.041,0.007,0.500,0.049,7,8
68,0.013,0.030,0.004,0.375,0.011,6,5
69,0.012,0.051,0.024,0.067,0.108,10,6
70,0.019,0.098,0.020,0.250,0.109,5,5
71,0.027,0.076,0.018,0.588,0.077,12,15
72,0.000,0.000,0.005,0.167,0.018,5,2
73,1.000,0.000,1.000,0.000,1.000,0,4
74,0.002,0.015,0.010,0.100,0.047,8,3
75,0.018,0.030,0.008,0.421,0.043,9,18
76,0.022,0.031,0.005,0.231,0.031,4,12
77,0.011,0.057,0.007,0.250,0.044,5,5
78,0.026,0.055,0.010,0.500,0.052,8,13
79,0.052,0.082,0.003,0.071,0.025,2,13
80,0.003,0.170,0.000,0.200,0.000,1,5
81,0.004,0.062,0.000,0.250,0.000,3,2
82,0.020,0.086,0.020,0.429,0.095,11,9
83,0.037,0.171,0.033,0.333,0.210,5,7
84,0.068,0.156,0.044,0.333,0.179,8,12
85,0.046,0.223,0.063,0.214,0.213,11,6
86,0.068,0.149,0.020,0.429,0.118,3,7
87,0.004,0.030,0.015,0.130,0.034,22,4
88,0.033,0.101,0.023,0.188,0.119,8,11
89,0.000,0.000,0.000,0.000,0.000,2,1
90,0.017,0.037,0.025,0.444,0.110,6,7
91,0.005,0.005,0.003,0.154,0.019,4,11
92,0.019,0.076,0.018,0.400,0.064,7,7
93,0.002,0.113,0.006,0.167,0.093,5,2
94,0.008,0.178,0.007,0.571,0.161,4,7
95,0.015,0.083,0.025,0.182,0.158,7,6
96,0.008,0.046,0.014,0.091,0.060,8,4
97,0.008,0.107,0.020,0.000,0.090,12,3
98,0.037,0.122,0.025,0.444,0.142,6,7
99,0.009,0.068,0.014,0.455,0.069,8,8
100,0.034,0.051,0.025,0.571,0.110,5,6
101,0.006,0.094,0.010,0.143,0.063,6,2
102,0.029,0.077,0.020,0.273,0.095,7,7
103,0.024,0.039,0.018,0.500,0.139,2,4
104,0.030,0.060,0.007,0.333,0.050,5,11
105,0.010,0.035,0.003,0.333,0.025,4,8
106,0.031,0.097,0.019,0.214,0.085,8,9
107,0.000,0.000,0.000,0.000,0.000,1,4
108,0.048,0.108,0.025,0.500,0.112,7,11
109,0.002,0.014,0.013,0.000,0.042,11,6
110,1.000,0.000,1.000,0.000,1.000,0,3
111,0.006,0.050,0.014,0.286,0.022,5,4
112,0.037,0.114,0.032,0.500,0.159,6,6
113,0.014,0.055,0.023,0.467,0.093,13,9
114,0.006,0.036,0.009,0.167,0.047,5,2
115,1.000,0.000,1.000,0.000,1.000,0,3
116,0.018,0.035,0.009,0.182,0.040,9,17
117,0.000,0.000,0.000,0.000,0.000,1,2
118,0.022,0.082,0.011,0.167,0.058,6,8
119,0.008,0.034,0.010,0.100,0.058,5,6
120,0.004,0.012,0.003,0.250,0.011,5,5
121,0.021,0.111,0.021,0.273,0.132,7,7
122,0.004,0.045,0.000,0.000,0.000,3,2
123,0.021,0.088,0.010,0.333,0.063,5,7
124,0.023,0.080,0.010,0.364,0.050,7,8
125,0.046,0.126,0.024,0.600,0.103,7,9
126,0.002,0.013,0.027,0.188,0.066,15,4
127,1.000,0.000,1.000,0.000,1.000,0,3
128,0.011,0.028,0.016,0.167,0.097,3,4
129,0.009,0.100,0.008,0.333,0.056,2,2
130,0.007,0.025,0.000,0.400,0.000,3,4
131,0.000,0.000,0.011,0.000,0.042,2,1
132,0.011,0.056,0.005,0.500,0.046,4,5
133,0.009,0.262,0.013,0.444,0.113,8,5
134,0.000,0.000,0.012,0.200,0.071,2,4
135,0.013,0.031,0.010,0.167,0.055,7,7
136,0.028,0.030,0.018,0.375,0.067,4,7
137,0.000,0.000,0.026,0.000,0.170,7,1
138,0.004,0.179,0.003,0.400,0.047,4,3
139,0.000,0.000,0.000,0.250,0.000,2,3
140,0.000,0.000,0.000,0.500,0.000,2,4
141,0.013,0.049,0.011,0.600,0.045,13,11
142,1.000,0.000,1.000,0.000,1.000,0,5
143,0.013,0.042,0.008,0.333,0.065,3,5
144,0.012,0.004,0.000,0.000,0.000,2,11
145,0.000,0.000,0.000,0.000,0.000,1,1
146,0.000,0.000,0.000,0.200,0.000,2,4
147,0.000,0.000,0.000,0.250,0.000,1,4
148,0.008,0.010,0.000,0.222,0.000,4,7
149,0.003,0.193,0.004,0.200,0.087,4,2
150,0.000,0.000,0.000,0.200,0.000,3,3
151,0.000,0.000,0.000,0.200,0.000,4,2
152,0.000,0.000,0.000,0.167,0.000,2,5

all
id,tc1,tc2,tp1,Reciprocity,tp2,#out_edges,#in_edges
0,0.000,0.000,0.000,0.600,0.000,3,5
1,0.010,0.016,0.000,0.250,0.000,3,7
2,0.057,0.232,0.037,0.571,0.374,4,7
3,0.029,0.192,0.024,0.778,0.276,7,9
4,0.015,0.105,0.023,0.429,0.095,18,12
5,0.035,0.089,0.013,0.333,0.125,7,17
6,0.028,0.134,0.030,0.630,0.147,24,20
7,0.028,0.137,0.018,0.600,0.156,13,19
8,0.038,0.201,0.039,0.621,0.268,23,24
9,0.039,0.152,0.019,0.316,0.239,8,17
10,0.048,0.182,0.029,0.700,0.265,7,10
11,0.031,0.184,0.028,0.600,0.225,12,12
12,0.035,0.185,0.037,0.677,0.206,28,24
13,0.019,0.124,0.025,0.588,0.152,15,12
14,0.004,0.039,0.079,0.059,0.057,152,9
15,0.111,0.133,0.000,0.200,0.000,1,5
16,0.048,0.236,0.044,0.727,0.293,10,9
17,0.022,0.150,0.021,0.846,0.158,12,12
18,0.017,0.166,0.017,0.333,0.205,8,8
19,0.040,0.304,0.037,0.700,0.378,17,17
20,0.004,0.010,0.007,0.400,0.058,3,4
21,0.000,0.000,0.002,0.625,0.014,6,7
22,0.043,0.299,0.035,0.556,0.507,11,17
23,0.021,0.092,0.018,0.600,0.188,3,5
24,0.050,0.188,0.043,0.833,0.247,10,12
25,0.025,0.296,0.043,0.545,0.398,10,7
26,0.051,0.323,0.046,0.778,0.416,7,9
27,0.018,0.120,0.027,0.474,0.190,15,13
28,0.017,0.130,0.020,0.400,0.157,11,10
29,0.008,0.071,0.009,0.625,0.077,7,6
30,0.044,0.116,0.019,0.375,0.236,3,8
31,0.037,0.181,0.027,0.571,0.285,5,6
32,0.025,0.076,0.007,0.214,0.082,3,14
33,0.034,0.230,0.024,0.500,0.240,12,15
34,0.015,0.112,0.013,0.500,0.103,11,10
35,0.008,0.076,0.007,0.375,0.084,6,5
36,0.015,0.170,0.020,0.583,0.198,11,8
37,0.032,0.222,0.029,0.556,0.285,14,14
38,0.045,0.270,0.038,0.625,0.341,18,21
39,0.078,0.236,0.046,0.600,0.285,7,9
40,0.017,0.095,0.016,0.562,0.109,13,12
41,0.003,0.067,0.014,0.182,0.114,10,3
42,0.012,0.324,0.012,0.556,0.283,6,8
43,0.012,0.048,0.014,0.667,0.084,7,8
44,0.013,0.143,0.020,0.500,0.124,10,8
45,0.032,0.152,0.023,0.692,0.203,10,12
46,0.018,0.094,0.014,0.615,0.116,9,12
47,0.037,0.356,0.037,0.714,0.503,12,12
48,0.042,0.261,0.037,0.652,0.342,18,20
49,0.023,0.173,0.019,0.846,0.206,11,13
50,0.024,0.145,0.031,0.357,0.226,10,9
51,0.026,0.135,0.019,0.526,0.138,13,16
52,0.037,0.098,0.015,0.333,0.213,4,12
53,0.022,0.281,0.032,0.400,0.221,14,7
54,0.017,0.321,0.017,0.636,0.405,7,11
55,0.019,0.178,0.022,0.556,0.230,7,7
56,0.037,0.156,0.026,0.500,0.281,7,11
57,0.042,0.109,0.039,0.400,0.185,18,24
58,0.012,0.069,0.003,0.455,0.031,6,10
59,0.035,0.195,0.031,0.591,0.269,16,19
60,0.064,0.232,0.036,0.500,0.381,7,14
61,0.055,0.229,0.034,0.545,0.241,8,9
62,0.039,0.188,0.030,0.812,0.240,13,16
63,0.043,0.372,0.035,0.667,0.447,12,13
64,0.039,0.277,0.038,0.571,0.385,16,17
65,0.023,0.165,0.023,0.769,0.191,12,11
66,0.018,0.092,0.013,0.444,0.146,5,8
67,0.020,0.092,0.015,0.500,0.139,8,10
68,0.046,0.277,0.040,0.600,0.312,9,7
69,0.017,0.167,0.036,0.316,0.262,16,9
70,0.022,0.121,0.020,0.375,0.157,5,6
71,0.026,0.124,0.019,0.579,0.154,12,18
72,0.002,0.025,0.011,0.250,0.097,6,4
73,0.019,0.050,0.000,0.200,0.000,1,5
74,0.013,0.165,0.021,0.375,0.166,15,7
75,0.017,0.039,0.006,0.409,0.055,9,22
76,0.062,0.150,0.040,0.400,0.289,7,14
77,0.024,0.195,0.018,0.545,0.192,8,9
78,0.022,0.084,0.011,0.571,0.098,8,14
79,0.048,0.235,0.022,0.412,0.342,7,17
80,0.013,0.331,0.010,0.625,0.341,5,8
81,0.012,0.272,0.009,0.500,0.203,6,9
82,0.023,0.155,0.021,0.600,0.159,12,12
83,0.058,0.267,0.042,0.636,0.372,7,11
84,0.060,0.229,0.047,0.600,0.307,10,14
85,0.046,0.272,0.047,0.533,0.287,12,11
86,0.067,0.342,0.043,0.667,0.361,6,9
87,0.007,0.071,0.018,0.214,0.061,27,7
88,0.042,0.157,0.025,0.500,0.248,9,18
89,0.000,0.000,0.000,0.000,0.000,2,1
90,0.015,0.054,0.022,0.444,0.145,6,7
91,0.023,0.089,0.018,0.375,0.173,8,14
92,0.017,0.083,0.012,0.500,0.070,7,8
93,0.009,0.379,0.018,0.500,0.475,7,5
94,0.012,0.252,0.013,0.700,0.211,8,9
95,0.008,0.093,0.020,0.182,0.211,7,6
96,0.010,0.115,0.025,0.308,0.178,12,5
97,0.004,0.080,0.021,0.125,0.132,14,4
98,0.046,0.252,0.042,0.727,0.326,10,9
99,0.015,0.134,0.016,0.750,0.131,9,12
100,0.080,0.289,0.057,0.778,0.429,7,9
101,0.005,0.124,0.010,0.182,0.082,10,3
102,0.046,0.212,0.038,0.692,0.274,11,11
103,0.012,0.033,0.010,0.500,0.101,2,4
104,0.039,0.145,0.030,0.600,0.230,10,14
105,0.024,0.183,0.021,0.692,0.208,10,12
106,0.041,0.185,0.033,0.562,0.277,11,14
107,0.037,0.056,0.018,0.333,0.146,2,6
108,0.062,0.231,0.038,0.571,0.262,9,13
109,0.003,0.040,0.009,0.053,0.049,14,6
110,0.025,0.336,0.068,0.571,0.475,5,6
111,0.028,0.308,0.064,0.625,0.360,6,7
112,0.042,0.250,0.044,0.600,0.390,8,8
113,0.026,0.167,0.033,0.737,0.212,18,15
114,0.003,0.021,0.005,0.333,0.044,5,3
115,0.000,0.000,0.000,0.250,0.000,2,3
116,0.036,0.095,0.021,0.308,0.175,11,23
117,0.000,0.000,0.000,0.250,0.000,2,3
118,0.039,0.251,0.039,0.429,0.310,10,10
119,0.014,0.129,0.017,0.429,0.153,11,9
120,0.036,0.202,0.035,0.615,0.213,11,10
121,0.024,0.173,0.018,0.500,0.177,8,10
122,0.019,0.246,0.018,0.500,0.238,6,6
123,0.019,0.108,0.016,0.417,0.127,8,9
124,0.027,0.209,0.033,0.533,0.269,13,10
125,0.058,0.271,0.043,0.833,0.355,10,12
126,0.003,0.045,0.018,0.176,0.090,16,4
127,0.057,0.232,0.037,0.571,0.374,4,7
128,0.027,0.119,0.019,0.667,0.182,4,6
129,0.006,0.100,0.005,0.333,0.056,2,2
130,0.004,0.023,0.006,0.333,0.031,4,4
131,0.014,0.167,0.031,0.250,0.322,3,2
132,0.009,0.084,0.003,0.429,0.031,4,6
133,0.008,0.291,0.010,0.444,0.144,8,5
134,0.000,0.000,0.006,0.200,0.071,2,4
135,0.018,0.087,0.015,0.308,0.126,8,9
136,0.087,0.285,0.061,0.600,0.530,6,10
137,0.000,0.000,0.027,0.000,0.343,9,1
138,0.010,0.340,0.011,0.714,0.251,6,6
139,0.000,0.000,0.000,0.500,0.000,3,3
140,0.084,0.371,0.061,0.857,0.530,6,7
141,0.026,0.168,0.025,0.632,0.177,17,14
142,0.015,0.078,0.006,0.500,0.058,3,6
143,0.015,0.121,0.014,0.625,0.159,6,7
144,0.012,0.018,0.000,0.062,0.000,4,13
145,0.000,0.000,0.000,0.500,0.000,1,2
146,0.004,0.019,0.007,0.200,0.084,2,4
147,0.000,0.000,0.000,0.250,0.000,1,4
148,0.022,0.072,0.017,0.500,0.103,8,10
149,0.002,0.234,0.004,0.200,0.092,4,2
150,0.003,0.022,0.006,0.167,0.037,4,3
151,0.004,0.029,0.006,0.571,0.064,6,5
152,0.024,0.087,0.023,0.500,0.182,5,7
